incentive_id,title,description,description,eligibility_text,budget,start_date,end_date,program
2617,Redução de taxa da derrama regional em vigor na Região Autónoma dos Açores,Assuntos Económicos | Promoção Regional Taxa Preferencial,"""This program offers a preferential tax rate for regional development in the Azores.""",,,2016-07-01 00:00:00+00,,DLR 21/2016/A
1228,"Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML","Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML. Objetivo Específico: Desenvolvimento integrado nas zonas urbanas","""Aviso de concurso do Programa Regional de Lisboa 2030 que disponibiliza 28 M€ (FEDER a 40 %) para apoiar a criação e qualificação de equipamentos educativos de ensino pré-escolar, básico e secundário na Região NUTS II Lisboa. Destina-se a municípios e entidades da administração local para suprir carências de cobertura e melhorar a oferta física e pedagógica das salas de aula. As candidaturas decorrem entre 21/12/2023 e 31/12/2025, com análise mensal.""","{""location"": ""Região NUTS II Lisboa"", ""applicants"": ""Municípios e entidades da Administração Local"", ""funding_rate"": ""40 % (FEDER)"", ""budget_minimum"": ""Operações com custo total elegível ≥ 1 M€ ou ≤ 200 k€ com regras específicas"", ""iti_integration"": ""Operações enquadradas nos Planos de Ação da ITI AML"", ""application_period"": {""end"": ""31/12/2025"", ""start"": ""21/12/2023""}, ""eligible_operations"": [""4501 - Infraestruturas do pré-escolar"", ""4502 - Infraestruturas do ensino básico e/ou secundário""]}",28000000.0,2023-12-29 06:40:00+00,2025-08-29 12:30:00+00,PT2030
1229,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos - Região Autónoma da Madeira,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos - Região Autónoma da Madeira. Objetivo Específico: Proteção e restauração da biodiversidade aquática,"""Este aviso destina-se a apoiar projetos na Região Autónoma da Madeira que visem a proteção, restauração e monitorização dos ecossistemas marinhos, assegurando o bom estado ambiental do meio marinho de acordo com a Diretiva Quadro da Estratégia Marinha. Abrange iniciativas como recolha de lixo marinho, remoção de artes de pesca perdidas, promoção da economia circular no setor da pesca, estudos de impacto, conservação de espécies e gestão de áreas protegidas Natura 2000. O apoio, financiado pelo FEAMPA até 70%, pretende reforçar a conservação da biodiversidade marinha e os serviços ecossistêmicos associados.""","{""região"": ""Região Autónoma da Madeira"", ""beneficiários"": [""Organismos científicos ou técnicos de direito público"", ""Conselhos consultivos constituídos no quadro da Política Comum das Pescas"", ""Pescadores"", ""Organizações de pescadores, incluindo organizações de produtores"", ""Organizações não-governamentais em parceria com organizações de pescadores""], ""ações_elegíveis"": ""As previstas no artigo 93.º da Portaria n.º 559/2023, de 25 de julho, alterada pela Portaria n.º 1095/2023, de 15 de dezembro (recolha de lixo marinho, monitorização costeira, conservação de espécies e habitats, implementação de áreas marinhas protegidas, etc.)"", ""taxa_maxima_cofinanciamento"": ""70% (FEAMPA)""}",1000000.0,2023-12-20 12:30:00+00,2027-12-30 12:30:00+00,PT2030
1063,SACCCT – Apoio a Infraestruturas Científicas da Região Centro,SACCCT – Apoio a Infraestruturas Científicas da Região Centro. Objetivo Específico: Promover a investigação e a inovação,"""Procedimento que estabelece as regras para as Entidades Não Empresariais do Sistema de I&I (ENESII) validarem o seu caráter não econômico e poderem beneficiar de uma taxa de incentivo de até 85% nas despesas elegíveis no âmbito do Sistema de Apoios à Criação do Conhecimento Científico e Tecnológico (SACCCT). As ENESII devem comprovar, através de demonstrações financeiras anuais e de uma declaração de um revisor oficial de contas ou responsável financeiro, que não ultrapassam determinados limiares de atividade econômica ou, se ultrapassam, dispõem de contabilidade analítica que assegura a separação de gastos e rendimentos. A não apresentação do formulário de atividade econômica implica a consideração automática como empresa para fins de cálculo do incentivo.""","{""regime"": ""Sistema de Apoios à Criação do Conhecimento Científico e Tecnológico (SACCCT)"", ""tipo_entidade"": ""Entidades Não Empresariais do Sistema de I&I (ENESII)"", ""taxa_incentivo"": ""até 85% das despesas elegíveis"", ""documento_obrigatório"": ""formulário DOC9_ENESII_Validação_AE.xlsx e declaração do ROC/Contabilista Certificado/Responsável Financeiro"", ""condições_caráter_não_económico"": [""não desenvolve atividades económicas em concorrência de mercado"", ""desenvolve atividades económicas em concorrência de mercado mas com capacidade imputada ≤20% da capacidade global anual"", ""desenvolve atividades económicas em concorrência de mercado com capacidade imputada >20% mas dispõe de contabilidade analítica que separa gastos e rendimentos e garante que o financiamento público não excede os custos das atividades não económicas""]}",10000000.0,2025-03-28 12:30:00+00,2025-09-15 12:30:00+00,PT2030
1027,"Conservação da Natureza, Biodiversidade e Património Natural","Conservação da Natureza, Biodiversidade e Património Natural. Objetivo Específico: Proteção da natureza e biodiversidade","""Guia metodológico para a correta compressão e submissão de ficheiros no Balcão dos Fundos do Programa Regional do Alentejo 2030, assegurando que os ficheiros zip não excedam 10 MB e evitando links externos com prazos de validade. Detalha os passos para criar ficheiros ZIP em blocos de 10 MB, bem como a necessidade de incluir todos os documentos obrigatórios no processo de candidatura.""","{""funding"": {""total_fund"": ""500 000 €"", ""max_cofinancing_rate"": ""85 % FEDER""}, ""geographic_area"": ""Alentejo (NUTS II), exceto freguesias abrangidas pelo ITI Água e Ecossistemas da Paisagem"", ""eligible_actions"": ""Recuperação e proteção de espécies e habitats, conservação e valorização de geossítios e monumentos naturais, ações de adaptação às alterações climáticas, controlo de espécies invasoras e desenvolvimento de conteúdos e ações de promoção e sensibilização"", ""minimum_total_cost"": ""≥ 200 000 €"", ""beneficiary_entities"": ""Entidades da Administração Pública central; entidades privadas com competências para intervenções mediante protocolo; outras entidades públicas ou associativas sem fins lucrativos mediante protocolo""}",500000.0,2025-05-26 03:30:00+00,2025-07-31 12:30:00+00,PT2030
1231,Participação individual na formação – Plano Territorial para uma Transição Justa de Matosinhos,Participação individual na formação – Plano Territorial para uma Transição Justa de Matosinhos. Objetivo Específico: Fundo para uma Transição Justa,"""O aviso NORTE2030-2023-8 apoia ex-trabalhadores da refinaria de Matosinhos, recentemente despedidos pelo seu encerramento, através do financiamento integral (100%) de ações individuais de formação profissional certificada e/ou processos de certificação, com montante máximo de 15 000 € por operação. As candidaturas são contínuas, de 27/11/2023 a 31/12/2025, e as operações devem ser concluídas até 31/12/2026, incluindo o prazo para obtenção do certificado. A iniciativa visa (re)qualificar estes trabalhadores, elevando o seu nível de habilitação, creditado em ECTS ou UFCD, e promover a sua empregabilidade no contexto da Transição Justa de Matosinhos.""","{""localizacao"": ""Concelho de Matosinhos (NUTS II Região Norte), elegibilidade definida pelo estabelecimento onde exerciam funções"", ""destinatarios"": ""Trabalhadores que exerciam funções na refinaria de Matosinhos e foram despedidos pelo seu encerramento"", ""tipologia_acao"": ""Participação individual em ações de formação profissional certificada (cursos superiores, técnicos profissionais, UFCD/ECTS) e/ou processos de certificação escolar ou profissional"", ""impedimentos_legais"": ""Não devem estar sujeitos aos impedimentos do Artigo 16 do Decreto-Lei n.º 20-A/2023"", ""periodo_candidaturas"": ""27/11/2023 a 31/12/2025"", ""taxa_cofinanciamento"": ""100% pelo Fundo de Transição Justa"", ""duracao_maxima_operacao"": ""48 meses (36 meses de formação + 12 meses para diploma/certificado)"", ""montante_maximo_por_operacao"": ""15 000 €"", ""data_limite_conclusao_operacoes"": ""31/12/2026""}",500000.0,2023-11-27 02:30:00+00,2025-12-31 12:30:00+00,PT2030
1070,Meios materiais para a proteção civil (IT) - Bolsa de Overbooking Condicionado,Meios materiais para a proteção civil (IT) - Bolsa de Overbooking Condicionado. Objetivo Específico: Adaptação às alterações climáticas,"""Norma de gestão que estabelece os procedimentos para operações geradoras de receita líquida no âmbito do NORTE 2030, definindo os requisitos para elaboração de Estudo de Viabilidade Financeira e de modelos de declaração aplicáveis. Aplica-se a projetos com custo total elegível igual ou superior a 1 milhão e inferior a 50 milhões de euros que gerem receitas após a conclusão, detalhando a monitorização dos fluxos de caixa e o cálculo do défice de financiamento. Inclui ainda regras para operações sem receitas ou com receitas durante a execução e obrigações de reporte ao final do projeto.""","{""programa"": ""NORTE 2030"", ""tipo_operacao"": ""geradora de receita líquida após conclusão"", ""excecao_sem_evf"": ""custo elegível inferior a 1 milhão de euros"", ""necessidade_evf"": ""sim"", ""regulamento_base"": ""Regulamento (UE) 2021/1060"", ""custo_elegivel_max"": ""50 milhões de euros"", ""custo_elegivel_min"": ""1 milhão de euros""}",0.0,2025-02-28 16:30:00+00,2025-06-30 12:30:00+00,PT2030
2387,Planos Locais de Inclusão da População Cigana,"Este incentivo, integrado no programa LISBOA 2030, visa promover a inclusão ativa e a igualdade de oportunidades para a população cigana na região da Área Metropolitana de Lisboa (AML). O aviso tem como prioridade a demografia e inclusão, com o objetivo específico de fomentar a inclusão ativa e a empregabilidade, através de planos locais que promovam a participação ativa, igualdade de oportunidades e não discriminação dos grupos vulneráveis. O concurso destina-se a entidades públicas, com candidaturas individuais, e será lançado entre setembro e dezembro de 2025.","""Este incentivo apoia entidades públicas na AML a desenvolver planos locais para a inclusão ativa da população cigana, promovendo igualdade de oportunidades e empregabilidade, com candidaturas abertas entre setembro e dezembro de 2025.""","{""regiões"": ""AML"", ""tipo_de_promotor"": ""Pública""}",500000.0,2025-09-01 00:00:00+00,2025-12-31 00:00:00+00,LISBOA 2030
2416,SIID – I&D&I Empresarial – STEP Digital e Biotecnologia,"O incentivo SIID – I&D&I Empresarial – STEP Digital e Biotecnologia apoia investimentos empresariais integrados em Investigação, Desenvolvimento e Inovação (I&D&I) nas regiões Centro, Norte, Algarve e Alentejo, no âmbito dos programas COMPETE 2030 e ALGARVE 2030. Tem como prioridade a inovação e competitividade, com foco no desenvolvimento ou fabrico de tecnologias críticas, alinhado com os objetivos STEP do Regulamento (UE) 2024/795. O aviso é de natureza Concurso, com modalidades de candidatura individual ou em copromoção, e destina-se a entidades públicas e privadas.","""Este incentivo apoia empresas públicas e privadas das regiões Centro, Norte, Algarve e Alentejo em projetos de investigação, desenvolvimento e inovação (I&D&I) ligados à digitalização e biotecnologia, no âmbito dos programas COMPETE 2030 e ALGARVE 2030, com candidaturas em modalidade individual ou copromoção.""","{""regiões"": ""Centro, Norte, Algarve, Alentejo"", ""tipo_de_promotor"": ""Pública, Privada""}",210000000.0,2025-09-01 00:00:00+00,2025-12-31 23:59:59+00,"COMPETE 2030, ALGARVE 2030"
1283,01. Transição Digital da Administração Pública da RAM - DRAP (Orientação Técnica N.º 01/C19-i05.02-RAM/2022),,"""Este subinvestimento visa promover a transição digital da Administração Pública da Região Autónoma da Madeira, reforçando as competências digitais dos recursos humanos e modernizando infraestruturas tecnológicas. Prevê a implementação de formação em TIC e disponibilização de equipamentos e serviços de e-learning, garantindo serviços públicos mais eficientes, acessíveis e resilientes. O apoio possui financiamento a 100% das despesas elegíveis sob a forma de subvenção não reembolsável até dezembro de 2025.""","{""capacity"": ""Disponibilidade de meios técnicos, físicos, financeiros e recursos humanos necessários"", ""beneficiary"": ""Direção Regional da Administração Pública (DRAP)"", ""feei_reposicao"": ""Situação regularizada em matéria de reposições dos FEEI"", ""regional_scope"": ""Região Autónoma da Madeira"", ""tax_and_social_security"": ""Situação tributária e contributiva regularizada""}",3500000.0,2021-09-14 00:00:00+00,2025-12-31 00:00:00+00,PRR
1037,"Execução da EDL do GAL Litoral Rural - Sistema de apoio ao investimento empresarial qualificado na Economia Azul –
Comércio e Serviços.","Execução da EDL do GAL Litoral Rural - Sistema de apoio ao investimento empresarial qualificado na Economia Azul –
Comércio e Serviços.. Objetivo Específico: Desenvolvimento sustentável das comunidades piscatórias","""Aviso de abertura de concurso no âmbito do Programa MAR 2030, gerido pelo FEAMPA, para apoiar investimentos empresariais qualificados na Economia Azul, incluindo aquisição de equipamentos, modernização de instalações, projetos de inovação e serviços de consultoria. Destina-se a micro e pequenas empresas, pessoas singulares ou coletivas com domicílio fiscal nos concelhos de Matosinhos, Póvoa de Varzim e Vila do Conde, com investimentos elegíveis entre 5 000 € e 200 000 € e taxa de cofinanciamento até 70%.""","{""area_geografica"": ""Território de intervenção do GAL Litoral Rural"", ""domicilio_fiscal"": ""Concelhos de Matosinhos, Póvoa de Varzim e Vila do Conde"", ""dominio_atividade"": ""Comércio e Serviços ligados à Economia Azul"", ""entidades_aceites"": ""Pessoas singulares ou coletivas do setor público, cooperativo, social ou privado, com ou sem fins lucrativos"", ""investimento_maximo"": ""200 000 €"", ""investimento_minimo"": ""5 000 €"", ""certificacao_empresas"": ""Certificado de micro ou pequena empresa emitido pelo IAPMEI"", ""taxa_cofinanciamento_maxima"": ""70%""}",357143.0,2025-05-02 03:30:00+00,2025-12-31 12:30:00+00,PT2030
1238,Assistência Técnica Programa Mar 2030,Assistência Técnica Programa Mar 2030. Objetivo Específico: Assistência Técnica,"""Aviso de concurso no âmbito do Programa Mar 2030 para apoio à Assistência Técnica, destinado a assegurar condições técnicas e humanas, monitorização, comunicação e avaliação dos projetos do setor das pescas. Visa criar estruturas de apoio, desenvolver sistemas de informação, realizar estudos e capacitar entidades envolvidas para uma execução eficaz e transparente dos fundos europeus.""","{""localização"": ""Portugal Continental e Regiões Autónomas"", ""entidades_aptas"": [""Autoridade de Gestão do Programa Mar 2030"", ""Organismos intermédios com competências delegadas"", ""Serviços e organismos públicos de apoio administrativo e financeiro"", ""Grupos de Ação Local (GAL-PESCA) no âmbito das redes nacionais"", ""Entidades responsáveis pela preparação do próximo período de programação""], ""montagem_orçamental"": ""plurianual, primeiro ciclo 2024-2025 (despesas de 2023 incluídas se fundamentadas)"", ""fundo_e_cofinanciamento"": {""total_FEAMPA"": 17674155, ""apoio_público_100%"": ""nos termos do art. 65.º da Portaria n.º 186/2023"", ""taxa_máxima_FEAMPA"": ""70%""}, ""período_de_candidaturas"": {""fim"": ""2027-12-31"", ""início"": ""2023-10-31""}, ""duração_das_operações"": ""até 24 meses por candidatura""}",42922948.0,2023-10-31 11:29:00+00,2027-12-30 12:30:00+00,PT2030
1073,SIID – I&D Empresarial - Operações Individuais ou em Copromoção,SIID – I&D Empresarial - Operações Individuais ou em Copromoção. Objetivo Específico: Promover a investigação e a inovação,"""Este documento estabelece a metodologia de cálculo do custo unitário (ETI/mês) para cofinanciamento de operações de I&DT em empresas, baseado em dados estatísticos históricos. Aplica-se a projetos de investigação industrial, desenvolvimento experimental e estudos de viabilidade realizados em coopromoção entre entidades empresariais e não empresariais do Sistema Científico e Tecnológico Nacional, no âmbito dos Sistemas de Incentivos Portugal 2030 e financiados pelo FEDER. Está previsto o ajuste anual desse custo de acordo com a taxa de inflação homóloga publicada pelo Eurostat.""","{""fund"": ""FEDER"", ""programs"": [""Programa Inovação e Transição Digital"", ""Programa Regional Alentejo"", ""Programa Regional Algarve"", ""Programa Regional Centro"", ""Programa Regional Lisboa"", ""Programa Regional Norte""], ""beneficiaries"": ""Micro, Pequenas e Médias Empresas (PME), Small Mid Cap e entidades não empresariais do SCTN"", ""collaboration"": ""Operações em coopromoção entre entidades empresariais e não empresariais do SCTN"", ""project_types"": ""Investigação industrial, Desenvolvimento experimental e Estudos de viabilidade""}",126000000.0,2025-02-28 10:00:00+00,2026-01-06 12:30:00+00,PT2030
2388,Cessação definitiva das atividades de pesca – Frota Atuneira – Região Autónoma da Madeira,"Este incentivo visa apoiar a cessação definitiva das atividades de pesca da frota atuneira na Região Autónoma da Madeira, promovendo o ajustamento da capacidade de pesca e contribuindo para a sustentabilidade dos recursos biológicos aquáticos. O aviso será lançado entre setembro e dezembro de 2025, no âmbito do programa MAR 2030, com prioridade para o fomento da pesca sustentável e conservação dos recursos. Destina-se a promotores privados e será realizado sob a modalidade de candidatura individual.","""Este incentivo oferece apoio financeiro à cessação definitiva das atividades de pesca da frota atuneira na Madeira, destinado a entidades privadas, com candidaturas individuais, no âmbito do programa MAR 2030.""","{""regiao"": ""RAM"", ""tipo_de_promotor"": ""Privada"", ""modalidade_candidatura"": ""Individual""}",350000.0,2025-09-01 00:00:00+00,2025-12-31 00:00:00+00,MAR 2030
1041,Rede de Arte e Arquitetura Contemporânea do Norte de Portugal,Rede de Arte e Arquitetura Contemporânea do Norte de Portugal. Objetivo Específico: Cultura e turismo sustentáveis,"""O Aviso NORTE2030-2025-14 visa apoiar operações que reforcem, incrementem e desenvolvam a rede regional de arte e arquitetura contemporânea na Região Norte, valorizando e promovendo em conjunto o seu património para fins culturais, de inclusão e turísticos. São elegíveis intervenções como estudos, projetos e obras de reconversão, ampliação e adaptação de espaços, criação de itinerários de touring cultural, valorização de legados artísticos e editoriais, digitalização, reforço de competências de centros especializados e contratação de pessoal qualificado. As candidaturas devem concretizar-se em copromoção ou parceria entre a CCDR Norte, a Entidade Regional de Turismo do Porto e Norte de Portugal e outras entidades sem fins lucrativos ou de direito público.""","{""location"": ""Região Norte (NUTS II)"", ""project_scope"": ""Operações indispensáveis para o Objetivo Específico 4.6 (Cultura e Turismo Sustentáveis) do Plano de Ação Regional para a Cultura Norte 2030"", ""eligible_entities"": [""Comissão de Coordenação e Desenvolvimento Regional do Norte (CCDR Norte)"", ""Entidade Regional de Turismo do Porto e Norte de Portugal"", ""Casa da Arquitetura – Centro Português de Arquitetura"", ""Fundação Bienal de Arte de Cerveira"", ""Fundação de Serralves"", ""Outras entidades públicas ou de direito privado sem fins lucrativos em cooperação ou parceria com a CCDR Norte e/ou Turismo Porto e Norte""], ""partnership_requirement"": ""Projetos promovidos em copromoção ou parceria com a CCDR Norte e a Entidade Regional de Turismo do Porto e Norte de Portugal""}",3000000.0,2025-04-30 12:30:00+00,2025-09-05 12:30:00+00,PT2030
1049,Sistema de Incentivos de Base Territorial - Inovação e modernização para o aumento da produção e Criação de novas empresas e negócios,Sistema de Incentivos de Base Territorial - Inovação e modernização para o aumento da produção e Criação de novas empresas e negócios. Objetivo Específico: Crescimento e competitividade das PMEs,"""O Sistema de Incentivos de Base Territorial – Inovação e Modernização apoia a criação, expansão ou modernização de micro e pequenas empresas na região do Algarve, com investimentos enquadrados no setor da indústria ou nos domínios da Estratégia Regional (Economia do Mar, Recursos Endógenos Terrestres, Indústrias Culturais e Criativas, Saúde, Bem-estar e Longevidade, Sustentabilidade Ambiental, Digitalização e TIC). O apoio financeiro cobre até 60% do custo elegível, com montante mínimo de investimento de €25 000, e tem por objetivo diversificar a base produtiva regional, promover a inovação, criar emprego e reforçar a competitividade das PME. As candidaturas decorrem de 30 de abril de 2025 a 18 de dezembro de 2025.""","{""region"": ""NUTS II Algarve"", ""company_size"": ""micro e pequenas empresas"", ""minimum_jobs"": 1, ""eligible_sectors"": [""indústria"", ""Economia do Mar"", ""Recursos endógenos terrestres"", ""Indústrias culturais e criativas"", ""Saúde, Bem-estar e Longevidade"", ""Sustentabilidade ambiental"", ""Digitalização e TIC""], ""application_period"": {""end"": ""2025-12-18T18:00"", ""start"": ""2025-04-30T15:00""}, ""minimum_investment"": 25000, ""cofinancing_rate_max"": 0.6}",10000000.0,2025-04-30 09:30:00+00,2025-12-18 12:30:00+00,PT2030
1083,SIIDI – I&D&I Empresarial – Operações em Copromoção ,SIIDI – I&D&I Empresarial – Operações em Copromoção . Objetivo Específico: Promover a investigação e a inovação,"""Procedimento de validação para que entidades não empresariais do sistema de I&I (ENESII) possam beneficiar de uma taxa de incentivo até 85% nas despesas elegíveis, ao abrigo do SI I&DT. Exige-se a comprovação do caráter não económico das atividades, através de demonstrações financeiras anuais e preenchimento de formulário na Plataforma de Acesso Simplificado (PAS). Inclui ainda a obrigação de declaração assinada por ROC, contabilista certificado ou responsável financeiro.""","{""plataforma"": ""Preenchimento de formulário de Atividade Económica na PAS (Balcão do Projeto)"", ""beneficiários"": ""Entidades não empresariais do sistema de I&I (ENESII)"", ""quadro_normativo"": ""Artigo 49.º do REITD e Comunicação 2022/C 414/01"", ""taxa_de_incentivo"": ""até 85% das despesas elegíveis"", ""documentação_exigida"": ""declaração anual subscrita por ROC, contabilista certificado ou responsável financeiro"", ""condições_atividade_económica"": [""não desenvolve atividades económicas em concorrência de mercado"", ""ou desenvolve, mas com imputação anual ≤20% da sua capacidade global"", ""ou tem contabilidade analítica que separa receitas e despesas económicas e não económicas""]}",149000000.0,2025-01-31 07:30:00+00,2025-10-30 12:30:00+00,PT2030
1051,"Contratação de Recursos Humanos Altamente Qualificados por empresas (micro, pequenas e médias) – doutorados e pós-doutorados","Contratação de Recursos Humanos Altamente Qualificados por empresas (micro, pequenas e médias) – doutorados e pós-doutorados. Objetivo Específico: Adaptação dos trabalhadores e das empresas à mudança","""Aviso de concurso para apoiar a contratação de recursos humanos altamente qualificados (doutorados e pós-doutorados) por PME sediadas na região NUTS II Algarve, com estratégia de inovação alinhada à RIS3 Algarve. O financiamento cobre o salário base e encargos sociais obrigatórios de postos de trabalho presenciais criados após a submissão da candidatura, visando reforçar a capacidade de inovação, promover emprego qualificado e acelerar a transição digital e energética nas empresas regionais.""","{""location"": ""Região NUTS II Algarve, postos de trabalho presenciais"", ""accounting"": ""Contabilidade organizada"", ""company_type"": ""PME (micro, pequenas e médias empresas)"", ""academic_level"": ""Nível de qualificação 8 (doutorados e pós-doutorados)"", ""virtual_incubation"": ""Não elegível"", ""innovation_strategy"": ""Alinhada com a Estratégia de Especialização Inteligente do Algarve (RIS3)""}",1000000.0,2025-04-28 06:15:00+00,2025-09-30 12:30:00+00,PT2030
2083,05/C08-i01.01/2023 - Condomínio de Aldeia,"O Aviso n.º 05/C08-i01.01/2023 - Condomínio de Aldeia é um programa integrado de apoio às aldeias localizadas em territórios de floresta, no âmbito do investimento RE-C08-i01 - Transformação da Paisagem dos Territórios de Floresta Vulneráveis. Visa apoiar projetos que promovam a resiliência, sustentabilidade e valorização do território, através da reconversão de áreas florestais e promoção de atividades agrícolas e silvopastoris.","""O incentivo Condomínio de Aldeia apoia aldeias situadas em territórios de floresta vulneráveis, promovendo a reconversão de áreas florestais, a valorização do território e a revitalização de atividades agrícolas e silvopastoris. O objetivo é garantir a resiliência, sustentabilidade e segurança das populações, fomentando a biodiversidade e a prestação de serviços ecossistémicos. O programa enquadra-se no PRR, Componente C08 – Florestas.""","{""objetivo"": ""Projetos de Condomínio de Aldeia na envolvente às áreas edificadas, promovendo a reconversão de territórios classificados como matos ou floresta noutros usos, geridos estrategicamente."", ""finalidade"": ""Garantir a segurança de pessoas, animais e bens, o fornecimento de serviços ecossistémicos e o fomento da biodiversidade."", ""territórios elegíveis"": ""Territórios vulneráveis definidos na Portaria n.º 301/2020, de 24 de dezembro, com base nos critérios do artigo 2.º do Decreto-Lei n.º 28-A/2020, de 26 de junho.""}",,,,Plano de Recuperação e Resiliência (PRR) - Componente C08 – Florestas
1089,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos – Região Autónoma dos Açores,Apoio à Proteção e Restauração da Biodiversidade e dos Ecossistemas Marinhos – Região Autónoma dos Açores. Objetivo Específico: Proteção e restauração da biodiversidade aquática,"""Aviso de concurso do Programa Mar 2030 para a Região Autónoma dos Açores que apoia projetos de proteção, restauração e monitorização da biodiversidade e dos ecossistemas marinhos. Cobre iniciativas desde a recolha de lixo e artes de pesca perdidas, criação de sistemas de economia circular no setor, até à instalação de equipamentos de restauro e à implementação e gestão de áreas marinhas protegidas. O financiamento (até 600 000 € por projeto) destina-se a entidades públicas e privadas sem fins lucrativos, ensino superior, armadores e serviços regionais de lotas, com cofinanciamento até 70 % pelo FEAMPA.""","{""region"": ""Região Autónoma dos Açores"", ""applicants"": [""Departamento do Governo Regional com competências em matéria de mar e pescas"", ""Instituições de ensino superior, institutos e unidades de I&D"", ""Organizações coletivas públicas ou privadas sem fins lucrativos que intervenham no setor"", ""Proprietários ou armadores de navios de pesca registados nos portos dos Açores"", ""LOTAÇOR – Serviço de Lotas dos Açores, S.A.""], ""max_grant_FEAMPA"": 600000, ""application_period"": {""end"": ""30/04/2027 19:00"", ""start"": ""16/01/2025""}, ""eligible_actions_reference"": ""Artigo 3.º da Portaria n.º 106/2024, de 26 de dezembro de 2024"", ""max_cofinancing_rate_FEAMPA"": ""70%""}",857142.86,2025-01-16 03:30:00+00,2027-04-30 13:30:00+00,PT2030
2398,Reforço da capacidade operacional de Infraestruturas para a prevenção e gestão de riscos,"Este incentivo visa reforçar a capacidade operacional de infraestruturas dedicadas à prevenção e gestão de riscos, com enfoque na proteção civil e adaptação às alterações climáticas. Destina-se a entidades públicas na Região Autónoma da Madeira (RAM), no âmbito do programa SUSTENTÁVEL 2030, com prioridade na sustentabilidade e transição climática. O aviso será lançado entre setembro e dezembro de 2025, em modalidade individual e natureza de concurso.","""Este incentivo apoia entidades públicas da Região Autónoma da Madeira no reforço de infraestruturas para prevenção e gestão de riscos, especialmente proteção civil e adaptação às alterações climáticas, com candidaturas individuais em concurso a lançar entre setembro e dezembro de 2025.""","{""regiões"": ""RAM"", ""tipo_de_promotor"": ""Pública""}",1500000.0,2025-09-01 00:00:00+00,2025-12-31 23:59:59+00,SUSTENTÁVEL 2030
1088,"Ciclo urbano da água em baixa (sistemas de titularidade estatal e sistemas de titularidade municipal ou intermunicipal, incluindo parcerias Estado municípios)","Ciclo urbano da água em baixa (sistemas de titularidade estatal e sistemas de titularidade municipal ou intermunicipal, incluindo parcerias Estado municípios). Objetivo Específico: Gestão sustentável da água","""Este documento orienta a elaboração de estudos de viabilidade económica e financeira (EVEF) para operações geradoras de receita no âmbito do programa ALENTEJO 2030. Define o método de cálculo de fluxos de caixa descontados, a determinação do défice de financiamento, apuramento da taxa de cofinanciamento e acompanhamento das receitas durante a execução e após a conclusão do projeto. Aplica-se a operações com custo elegível igual ou superior a 1 milhão e inferior a 50 milhões de euros.""","{""programa"": ""ALENTEJO 2030"", ""documentos_exigidos"": [""Estudo de Viabilidade Económica e Financeira"", ""Modelo de apuramento da TDF"", ""Declarações qualitativas de sustentabilidade""], ""tipos_de_operação"": ""operações geradoras de receita após conclusão ou durante execução"", ""intervalo_custo_elegível"": "">= 1 milhão € e < 50 milhões €""}",12500000.0,2025-01-27 03:30:00+00,2025-12-29 12:30:00+00,PT2030
1057,Execução da EDL do GAL Costeiro Litoral Norte - Comunidades do Litoral,Execução da EDL do GAL Costeiro Litoral Norte - Comunidades do Litoral. Objetivo Específico: Desenvolvimento sustentável das comunidades piscatórias,"""Este aviso financia a execução da Estratégia de Desenvolvimento Local do GAL Costeiro Litoral Norte, apoiando projetos de valorização das tradições, aldeias de mar, capacitação de atores locais e criação de redes colaborativas no território costeiro. O apoio abrange ações de promoção cultural, inclusão social e inovação azul, com até 70% de cofinanciamento FEAMPA sobre uma dotação de 329 475 €. As candidaturas decorrem de 1 de abril a 20 de junho de 2025.""","{""territory"": ""Território de intervenção do GAL Costeiro Litoral Norte (concelhos de Valença, Vila Nova de Cerveira, Caminha, Viana do Castelo e Esposende)"", ""maximum_funding"": ""329 475 €"", ""cofinancing_rate"": ""70% FEAMPA"", ""eligible_entities"": [""Autarquias Locais"", ""Associações sem fins lucrativos"", ""Cooperativas""], ""funding_programme"": ""MAR 2030 – FEAMPA""}",470679.0,2025-04-01 03:30:00+00,2025-06-20 12:30:00+00,PT2030
